event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.014753563711964401,0.02438957301125742,0.02708349582662188,1
13353600,0.7165067708883948,0.929504540608551,0.9626438735304256,1
13942327,0.014621688209571646,0.024100149938047773,0.027027293404100157,1
16112781,0.6934871251498175,0.9213383890741673,0.959951836426797,1
17132808,0.018861163610028913,0.047510416865252,0.051859498318303145,1
17445696,0.013201078878693437,0.020622534042345396,0.023097215072106853,1
17599982,0.01421072137507379,0.02368979627064866,0.026480143984340624,1
18750374,0.49966368845027975,0.7444149800463625,0.8430848890452701,1
21365245,0.013453341130151852,0.020332026684939778,0.02519803104156247,1
23634840,0.5280082969820385,0.7855143116101773,0.8785059576504408,1
24461897,0.016327621144852943,0.030425322637151465,0.03604241315521562,1
25353357,0.01354047247129901,0.022401433685667615,0.024935667133741006,1
27052376,0.934125559042121,0.9542630210097576,0.9553008569577379,1
29312582,0.01390247305522708,0.02229520204978897,0.024715769691558618,1
30451420,0.0127821443950415,0.02095123665168561,0.026149889052557468,1
31488932,0.014579577498479549,0.022307321521928124,0.02494434151704675,1
33717208,0.014138406510316457,0.024144350639325497,0.026943935921427447,1
34826241,0.014667510884248381,0.02577124493699031,0.028479121899170175,1
35311039,0.9891964701959344,0.9941320946682095,0.9941726702169154,1
36423390,0.01589629448135941,0.028613396601740206,0.03168147467633391,1
37196135,0.6710357383988322,0.9100932654726586,0.9518983185477604,1
37355453,0.012583810609176856,0.019133542011576465,0.023953175914406422,1
37536067,0.6966816023390978,0.9185310844119731,0.954305085694764,1
39717591,0.013479467328501917,0.021251884668460033,0.023754773546367812,1
40833127,0.01404490883606905,0.024087999396423986,0.028536450235206068,1
41907240,0.7669067626040607,0.95168070941306,0.9707487955363796,1
42963675,0.012725777774054318,0.02297993673076447,0.02816058959011019,1
42997746,0.01785135025729986,0.04789893997533803,0.05246909441748664,1
43341281,0.013357767146087579,0.021573790277567496,0.026444172359123636,1
43371713,0.4120638431980786,0.6559835942987048,0.7856740428583612,1
44872967,0.44327721518322144,0.7041669685640781,0.8089797173361214,1
46574754,0.5457611406227748,0.7844320422331715,0.8718326928874288,1
46767506,0.6271063294697233,0.8829418865563956,0.9370591926931487,1
49169401,0.012233758389169236,0.01931800605976873,0.02427026982621283,1
49502022,0.014125262128703865,0.026142716351556124,0.03096061961110283,1
49565135,0.9809995667873295,0.9936370117261019,0.9936725981047552,1
50233410,0.7010462888391066,0.9116768121131518,0.9529146264797351,1
50541231,0.017162588910382023,0.039832005767812706,0.04503270220998187,1
51664538,0.013214317929056491,0.020993816153618998,0.023516338725880655,1
52004768,0.013865523303465356,0.021815200593510043,0.02638241351064615,1
52039660,0.013749484019928971,0.021533910330357665,0.024079573979246847,1
52614032,0.014390634111850804,0.023244247968513217,0.025913041536209408,1
53407288,0.014151123006521639,0.024672035735158238,0.027222711511010463,1
53799231,0.015392614020245898,0.024622689457658966,0.02687464126396932,1
54348573,0.01373218006989614,0.02303739153699623,0.02555777329958777,1
54459140,0.012275276848981073,0.021024555947505765,0.026309354733465042,1
54759639,0.012336546410538097,0.02309817060597737,0.02850185743176448,1
54801108,0.8895277722739938,0.9849924044060637,0.9891411437164568,1
55504460,0.7784189877303056,0.9512467796250185,0.9737746644678005,1
58802003,0.017071170198883143,0.03870299031737372,0.04357678538272994,1
58854430,0.01748735839148993,0.041566689402634714,0.04647327076605771,1
59191113,0.015017212421853396,0.02342198765982001,0.025756389199786477,1
59221605,0.5808984667878037,0.8400292017521505,0.9125156751190436,1
60804856,0.9582919458039222,0.9919239824068276,0.9919782964310443,1
61713947,0.012945582225630005,0.020260870768978142,0.022893705933244135,1
62129708,0.8551116746544876,0.9777552309237275,0.9868244694274064,1
66849621,0.9243667438481249,0.9871008336730578,0.9900635748156426,1
67124529,0.01355748401848604,0.021691901400340694,0.0242150373496698,1
69348035,0.014327847496421763,0.024470390939737695,0.02696162922618068,1
69572379,0.015254011297189615,0.02431988154164646,0.02657119229142476,1
69836438,0.013003376983982204,0.019943255860909177,0.02461246413997379,1
70283101,0.5491816273661068,0.79463505164876,0.8759201946523116,1
70501603,0.5383660050195985,0.7971276332479985,0.8823874906173422,1
70993222,0.013231731162018055,0.020005193156592847,0.022612338793075427,1
71474230,0.48451752877403026,0.7418644613986887,0.8494546961635768,1
71532972,0.020087312659908145,0.04371933992766357,0.048309907648303375,1
72973561,0.012169172517451043,0.019974444065047118,0.024917415498611973,1
73023698,0.01386923203730508,0.022768527451653673,0.02572806541187931,1
74751606,0.013753255036276255,0.02222064512184622,0.025147902238913618,1
74945408,0.3664310847814714,0.6214436631278005,0.7258531450094011,1
75012237,0.8335871926667962,0.971809077832358,0.9839352410908805,1
75726601,0.013687369709988398,0.020837670781098255,0.025456825766739518,1
78173856,0.011408273023829466,0.017758884230987676,0.022809439718788974,1
78227688,0.013618888676394707,0.02841565973005028,0.03566945292791968,1
78266693,0.013500759009455536,0.021257664807624747,0.024020408281354207,1
78502343,0.014615311654504292,0.02319300544571421,0.025899475920509417,1
78780565,0.01320851698805722,0.020537703176147143,0.023161595745486548,1
80446138,0.015372469581263013,0.03451932116572026,0.03969618040209092,1
80819726,0.01174969421338368,0.02134263083947596,0.026736718161597756,1
81010506,0.013254867790979017,0.02052237985156305,0.023171838709649152,1
81611002,0.013471642819197932,0.02062119560869482,0.02536587799632174,1
81715663,0.5305225827860085,0.7935448231280229,0.8842713827645812,1
82779392,0.013305354496734118,0.021528144230015662,0.024066226082876105,1
83261710,0.013384138359058384,0.021118258218105725,0.025906760463047393,1
84903193,0.014809072742823892,0.025253682716053587,0.028006921459126588,1
87245976,0.013935677843921279,0.023344664944004168,0.025823537689484456,1
87273546,0.020813343046216837,0.0537469770510468,0.058203653054191944,1
89909836,0.014023318457969123,0.022807976208904252,0.0275123262488054,1
91234126,0.024209847165519154,0.05791007346042485,0.06353297392502799,1
93027270,0.6025570560870026,0.8620897135665293,0.9292925293103672,1
94627327,0.017158709358596442,0.04006186713993092,0.045299762382079355,1
96570675,0.013943269281491104,0.022861371862574437,0.027311580690596717,1
97225766,0.013456010681863546,0.02321981951774369,0.025708298508973923,1
98446281,0.017636795880382455,0.03936502927034053,0.04435445733227672,1
99649465,0.014467165901395367,0.023991947190952042,0.02662350427906909,1
