event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.01580783123129738,0.027212964731543172,0.027212964731543172,1.0
13353600,0.7121942429935394,0.9425557195398442,0.9874739460204007,1.0
13942327,0.015799674388350646,0.027185987900243083,0.027185987900243083,1.0
16112781,0.6672785961140157,0.9230042910751509,0.9820794402525974,1.0
17132808,0.02032660785318325,0.035704641288949034,0.035704641288949034,1.0
17445696,0.014279679030970618,0.0243573561620217,0.0243573561620217,1.0
17599982,0.015291441745871541,0.026254315521999697,0.026254315521999697,1.0
18750374,0.4717842276152476,0.7652071650893612,0.9307125695472527,1.0
21365245,0.014571109095625735,0.02491536434354646,0.02491536434354646,1.0
23634840,0.45953173192893737,0.7613776498054475,0.9265078375492468,1.0
24461897,0.017071484568572253,0.029596210910698917,0.029596210910698917,1.0
25353357,0.014557213914327974,0.024908348019222752,0.024908348019222752,1.0
27052376,0.9979284444312915,0.9989982615639282,0.9989982615639282,1.0
29312582,0.015079116975259797,0.02582518294734844,0.02582518294734844,1.0
30451420,0.013918406970543366,0.02373853670434215,0.024239894955962935,1.0
31488932,0.015752921928344835,0.027101676380207676,0.027101676380207676,1.0
33717208,0.015212682351556945,0.02608819044232998,0.02608819044232998,1.0
34826241,0.01582209672128352,0.027247709615081123,0.027247709615081123,1.0
35311039,0.9990398201883036,0.999583437391655,0.999583437391655,1.0
36423390,0.017239907413829487,0.02988384615624682,0.02988384615624682,1.0
37196135,0.659430602002242,0.9186991694710762,0.9720095340729382,1.0
37355453,0.013874487753996374,0.023661264746184473,0.023661264746184473,1.0
37536067,0.6786003324938354,0.9292326983423091,0.980655911546814,1.0
39717591,0.01458772061689963,0.02494587420918655,0.02494587420918655,1.0
40833127,0.01521105096856722,0.026086645202626543,0.026086645202626543,1.0
41907240,0.7612484024219605,0.9612965007337045,0.988968810757823,1.0
42963675,0.014009561943481772,0.02392592603185281,0.02392592603185281,1.0
42997746,0.019346819185144946,0.0338528153435999,0.0338528153435999,1.0
43341281,0.014487651540834902,0.024737919724704724,0.024737919724704724,1.0
43371713,0.3504322826754614,0.6298724709172978,0.8766750653458475,1.0
44872967,0.40440488777758943,0.700235107159947,0.8131833059510103,1.0
46574754,0.47692115152111536,0.7702832971776893,0.9335141641511514,1.0
46767506,0.6259562980344656,0.8986058329481394,0.9665598246083318,1.0
49169401,0.013463851459336982,0.02293159616425368,0.02293159616425368,1.0
49502022,0.015298929008153599,0.026257399518645776,0.026257399518645776,1.0
49565135,0.9864775270919968,0.9991207461830264,0.9991207461830264,1.0
50233410,0.6466572739194505,0.9059714920321024,0.9777970361334447,1.0
50541231,0.018302192156679546,0.031895563097408715,0.031895563097408715,1.0
51664538,0.014277845090776193,0.024361363534971342,0.024361363534971342,1.0
52004768,0.014964572448209682,0.025628860510102946,0.025628860510102946,1.0
52039660,0.014854553944359087,0.02542759770353085,0.02542759770353085,1.0
52614032,0.015527395033853905,0.026696005150574957,0.026696005150574957,1.0
53407288,0.015330819803592686,0.026324547892063326,0.026324547892063326,1.0
53799231,0.016634737106519103,0.028747318902745903,0.028747318902745903,1.0
54348573,0.01487517155494136,0.025461365152896483,0.025461365152896483,1.0
54459140,0.013543831161682444,0.023071414967307077,0.02375140643809067,1.0
54759639,0.013625269925036676,0.023222528989260294,0.0238647268547621,1.0
54801108,0.9004897882166452,0.9936501950085194,0.9980274224924353,1.0
55504460,0.7563075217407469,0.9571267789981123,0.9892660292113544,1.0
58802003,0.018241130321595172,0.031734287380738316,0.031734287380738316,1.0
58854430,0.018978029432289423,0.03318358217759987,0.03318358217759987,1.0
59191113,0.016231753994400088,0.027994647825137768,0.027994647825137768,1.0
59221605,0.5350229918608728,0.8325107337047448,0.9521490677669877,1.0
60804856,0.9725144053996664,0.9982662711089761,0.9982662711089761,1.0
61713947,0.013984271040219685,0.023819316544908476,0.023819316544908476,1.0
62129708,0.8347364353508775,0.9791519863764638,0.9945795146459193,1.0
66849621,0.9328001461431955,0.9893556082654384,0.9915704449551221,1.0
67124529,0.014622443661530385,0.02500249298982114,0.02500249298982114,1.0
69348035,0.015463482798497404,0.026562280295930822,0.026562280295930822,1.0
69572379,0.01648929367447315,0.0284672319409404,0.0284672319409404,1.0
69836438,0.01402572426244602,0.02391083527984116,0.02391083527984116,1.0
70283101,0.4647467133235565,0.7538206435414272,0.8848990852806871,1.0
70501603,0.49263642399016183,0.7913342275797101,0.9321319713807678,1.0
70993222,0.014315555387947635,0.024435838551963747,0.024435838551963747,1.0
71474230,0.4257979284148522,0.7268099149041387,0.9138355917872174,1.0
71532972,0.022007504451732655,0.0387958633388907,0.0387958633388907,1.0
72973561,0.013425004814900944,0.022850884375240847,0.023558911959470685,1.0
73023698,0.014927105999711442,0.02556672953279528,0.02556672953279528,1.0
74751606,0.014875888155952288,0.025469858044761626,0.025469858044761626,1.0
74945408,0.3330319023201832,0.6032890050760522,0.8514605457522124,1.0
75012237,0.7941385243158265,0.9710168125974082,0.991785437933754,1.0
75726601,0.01475187852910869,0.025266757073668773,0.025266757073668773,1.0
78173856,0.012527133796566482,0.02118086641546255,0.02118086641546255,1.0
78227688,0.014085228074940174,0.024107291413763623,0.02449738659531248,1.0
78266693,0.014623316780951119,0.024981951483663223,0.024981951483663223,1.0
78502343,0.015812729846592086,0.027194170348793192,0.027194170348793192,1.0
78780565,0.014261080252837021,0.024336996619696318,0.024336996619696318,1.0
80446138,0.01675916300140947,0.02903780033476474,0.02903780033476474,1.0
80819726,0.012924117832341115,0.021930418313258735,0.021930418313258735,1.0
81010506,0.01432910907234032,0.02444598654045928,0.02444598654045928,1.0
81611002,0.014576979037327218,0.024906386857439174,0.024906386857439174,1.0
81715663,0.4862238583928745,0.789106293688277,0.9409423353334965,1.0
82779392,0.014319013205680051,0.02446124630698359,0.02446124630698359,1.0
83261710,0.014478779764883664,0.024725212787430922,0.024725212787430922,1.0
84903193,0.016002957675227237,0.027570285948117376,0.027570285948117376,1.0
87245976,0.015030215110253972,0.025775465145502253,0.025775465145502253,1.0
87273546,0.022027301114489826,0.03891092545826832,0.03891092545826832,1.0
